Sector,Revenue,RevenueRank,conter
Online Service/Internet-based Services,50M-100M,6,8402
Computers/Technology,> 10B,12,8403
Military/Security/Defense,> 10B,12,8404
Online Service/Internet-based Services,5B-10B,11,8405
Manufacturing/Fabrication,> 10B,12,8406
Shipping/Transportation,> 10B,12,8407
Retail/Sales,2B-5B,10,8408
Accounting/Finance,> 10B,12,8409
Online Service/Internet-based Services,> 10B,12,8410
Telco,> 10B,12,8411
Manufacturing/Fabrication,> 10B,12,8412
Manufacturing/Fabrication,10M-25M,4,8413
Manufacturing/Fabrication,> 10B,12,8414
Online Service/Internet-based Services,100M-500M,7,8415
Computers/Technology,2M-5M,2,8416
Computers/Technology,100M-500M,7,8417
Manufacturing/Fabrication,100M-500M,7,8418
Online Service/Internet-based Services,1B-2B,9,8419
Computers/Technology,5M-10M,3,8420
Accounting/Finance,100M-500M,7,8421
Computers/Technology,100M-500M,7,8422
Telco,> 10B,12,8423
Academics/Education,100M-500M,7,8424
Manufacturing/Fabrication,1B-2B,9,8425
Manufacturing/Fabrication,> 10B,12,8426
Manufacturing/Fabrication,> 10B,12,8427
Retail/Sales,1M-2M,1,8428
Military/Security/Defense,> 10B,12,8429
Military/Security/Defense,25M-50M,5,8430
Medical/Pharmaceutical,50M-100M,6,8431
Online Service/Internet-based Services,> 10B,12,8432
Online Service/Internet-based Services,100M-500M,7,8433
Computers/Technology,100M-500M,7,8434
Online Service/Internet-based Services,2B-5B,10,8435
Accounting/Finance,> 10B,12,8436
Manufacturing/Fabrication,> 10B,12,8437
Computers/Technology,1B-2B,9,8438
Online Service/Internet-based Services,> 10B,12,8439
Computers/Technology,100M-500M,7,8440
Medical/Pharmaceutical,10M-25M,4,8441
Manufacturing/Fabrication,2B-5B,10,8442
Telco,1B-2B,9,8443
Non-profit/Service,25M-50M,5,8444
Computers/Technology,100M-500M,7,8445
Manufacturing/Fabrication,> 10B,12,8446
Medical/Pharmaceutical,100M-500M,7,8447
Hospitality/Entertainment/Sports,10M-25M,4,8448
Computers/Technology,10M-25M,4,8449
Online Service/Internet-based Services,5B-10B,11,8450
Broadcasting/Communications,> 10B,12,8451
Computers/Technology,> 10B,12,8452
Medical/Pharmaceutical,2B-5B,10,8453
Retail/Sales,500M-1B,8,8454
Medical/Pharmaceutical,100M-500M,7,8455
Manufacturing/Fabrication,500M-1B,8,8456
Manufacturing/Fabrication,100M-500M,7,8457
Manufacturing/Fabrication,100M-500M,7,8458
Broadcasting/Communications,1B-2B,9,8459
Online Service/Internet-based Services,25M-50M,5,8460
Computers/Technology,10M-25M,4,8461
Accounting/Finance,5B-10B,11,8462
Agriculture,500M-1B,8,8463
Computers/Technology,10M-25M,4,8464
Academics/Education,5B-10B,11,8465
Manufacturing/Fabrication,50M-100M,6,8466
Manufacturing/Fabrication,2B-5B,10,8467
Computers/Technology,100M-500M,7,8468
Computers/Technology,2B-5B,10,8469
Computers/Technology,50M-100M,6,8470
Accounting/Finance,> 10B,12,8471
Medical/Pharmaceutical,500M-1B,8,8472
Computers/Technology,100M-500M,7,8473
Manufacturing/Fabrication,10M-25M,4,8474
Computers/Technology,> 10B,12,8475
Computers/Technology,100M-500M,7,8476
Military/Security/Defense,> 10B,12,8477
Manufacturing/Fabrication,> 10B,12,8478
Computers/Technology,100M-500M,7,8479
Manufacturing/Fabrication,50M-100M,6,8480
Accounting/Finance,> 10B,12,8481
Accounting/Finance,100M-500M,7,8482
Broadcasting/Communications,100M-500M,7,8483
Accounting/Finance,> 10B,12,8484
Retail/Sales,5M-10M,3,8485
Computers/Technology,2M-5M,2,8486
Energy/Mining,100M-500M,7,8487
Computers/Technology,> 10B,12,8488
Computers/Technology,> 10B,12,8489
Medical/Pharmaceutical,10M-25M,4,8490
Computers/Technology,2B-5B,10,8491
Manufacturing/Fabrication,> 10B,12,8492
Manufacturing/Fabrication,2B-5B,10,8493
Accounting/Finance,2M-5M,2,8494
Computers/Technology,5M-10M,3,8495
Retail/Sales,100M-500M,7,8496
Accounting/Finance,> 10B,12,8497
Manufacturing/Fabrication,100M-500M,7,8498
Academics/Education,2B-5B,10,8499
Online Service/Internet-based Services,50M-100M,6,8500
Retail/Sales,500M-1B,8,8501
Online Service/Internet-based Services,500M-1B,8,8502
Online Service/Internet-based Services,1B-2B,9,8503
Broadcasting/Communications,> 10B,12,8504
Retail/Sales,2B-5B,10,8505
Computers/Technology,10M-25M,4,8506
Computers/Technology,1B-2B,9,8507
Online Service/Internet-based Services,5M-10M,3,8508
Medical/Pharmaceutical,> 10B,12,8509
Online Service/Internet-based Services,2B-5B,10,8510
Computers/Technology,2B-5B,10,8511
Online Service/Internet-based Services,5B-10B,11,8512
Medical/Pharmaceutical,1M-2M,1,8513
Medical/Pharmaceutical,25M-50M,5,8514
Computers/Technology,2M-5M,2,8515
Insurance/Risk Assessment,5B-10B,11,8516
Manufacturing/Fabrication,5B-10B,11,8517
Computers/Technology,5M-10M,3,8518
Non-profit/Service,50M-100M,6,8519
Manufacturing/Fabrication,> 10B,12,8520
Online Service/Internet-based Services,1B-2B,9,8521
Online Service/Internet-based Services,100M-500M,7,8522
Computers/Technology,25M-50M,5,8523
Medical/Pharmaceutical,500M-1B,8,8524
Computers/Technology,25M-50M,5,8525
Manufacturing/Fabrication,100M-500M,7,8526
Computers/Technology,10M-25M,4,8527
Computers/Technology,> 10B,12,8528
Medical/Pharmaceutical,> 10B,12,8529
Online Service/Internet-based Services,2B-5B,10,8530
Military/Security/Defense,> 10B,12,8531
Online Service/Internet-based Services,25M-50M,5,8532
Medical/Pharmaceutical,2B-5B,10,8533
Insurance/Risk Assessment,> 10B,12,8534
Non-profit/Service,50M-100M,6,8535
Computers/Technology,2M-5M,2,8536
Medical/Pharmaceutical,> 10B,12,8537
Medical/Pharmaceutical,2B-5B,10,8538
Computers/Technology,100M-500M,7,8539
Government/Public Service,100M-500M,7,8540
Computers/Technology,10M-25M,4,8541
Accounting/Finance,> 10B,12,8542
Manufacturing/Fabrication,1M-2M,1,8543
Manufacturing/Fabrication,> 10B,12,8544
Shipping/Transportation,2M-5M,2,8545
Computers/Technology,> 10B,12,8546
Accounting/Finance,100M-500M,7,8547
Medical/Pharmaceutical,100M-500M,7,8548
Computers/Technology,1B-2B,9,8549
Telco,> 10B,12,8550
Online Service/Internet-based Services,500M-1B,8,8551
Retail/Sales,1B-2B,9,8552
Computers/Technology,> 10B,12,8553
Manufacturing/Fabrication,> 10B,12,8554
Online Service/Internet-based Services,10M-25M,4,8555
Computers/Technology,100M-500M,7,8556
Manufacturing/Fabrication,> 10B,12,8557
Online Service/Internet-based Services,100M-500M,7,8558
Medical/Pharmaceutical,1B-2B,9,8559
Computers/Technology,2B-5B,10,8560
Medical/Pharmaceutical,10M-25M,4,8561
Online Service/Internet-based Services,100M-500M,7,8562
Computers/Technology,100M-500M,7,8563
Accounting/Finance,50M-100M,6,8564
Online Service/Internet-based Services,2B-5B,10,8565
Computers/Technology,500M-1B,8,8566
Computers/Technology,100M-500M,7,8567
Retail/Sales,5B-10B,11,8568
Retail/Sales,25M-50M,5,8569
Retail/Sales,100M-500M,7,8570
Medical/Pharmaceutical,2B-5B,10,8571
Computers/Technology,10M-25M,4,8572
Computers/Technology,> 10B,12,8573
Online Service/Internet-based Services,25M-50M,5,8574
Medical/Pharmaceutical,100M-500M,7,8575
Computers/Technology,25M-50M,5,8576
Computers/Technology,2B-5B,10,8577
Online Service/Internet-based Services,2M-5M,2,8578
Insurance/Risk Assessment,100M-500M,7,8579
Online Service/Internet-based Services,1M-2M,1,8580
Manufacturing/Fabrication,5B-10B,11,8581
Accounting/Finance,> 10B,12,8582
Accounting/Finance,500M-1B,8,8583
Academics/Education,1B-2B,9,8584
Manufacturing/Fabrication,> 10B,12,8585
Online Service/Internet-based Services,> 10B,12,8586
Broadcasting/Communications,2M-5M,2,8587
Manufacturing/Fabrication,5B-10B,11,8588
Broadcasting/Communications,> 10B,12,8589
Manufacturing/Fabrication,2B-5B,10,8590
Broadcasting/Communications,5M-10M,3,8591
Computers/Technology,100M-500M,7,8592
Real Estate,100M-500M,7,8593
Computers/Technology,25M-50M,5,8594
Computers/Technology,100M-500M,7,8595
Online Service/Internet-based Services,2M-5M,2,8596
Medical/Pharmaceutical,25M-50M,5,8597
Military/Security/Defense,100M-500M,7,8598
Broadcasting/Communications,1B-2B,9,8599
Computers/Technology,> 10B,12,8600
Accounting/Finance,> 10B,12,8601
Manufacturing/Fabrication,> 10B,12,8602
Academics/Education,5B-10B,11,8603
Medical/Pharmaceutical,500M-1B,8,8604
Online Service/Internet-based Services,1B-2B,9,8605
Marketing/CRM,100M-500M,7,8606
Manufacturing/Fabrication,> 10B,12,8607
Medical/Pharmaceutical,100M-500M,7,8608
Telco,> 10B,12,8609
Manufacturing/Fabrication,> 10B,12,8610
Computers/Technology,100M-500M,7,8611
Telco,100M-500M,7,8612
Manufacturing/Fabrication,2B-5B,10,8613
Online Service/Internet-based Services,50M-100M,6,8614
Computers/Technology,100M-500M,7,8615
Shipping/Transportation,2B-5B,10,8616
Government/Public Service,100M-500M,7,8617
Computers/Technology,25M-50M,5,8618
Military/Security/Defense,1B-2B,9,8619
Manufacturing/Fabrication,10M-25M,4,8620
Marketing/CRM,10M-25M,4,8621
Online Service/Internet-based Services,1M-2M,1,8622
Insurance/Risk Assessment,> 10B,12,8623
Military/Security/Defense,> 10B,12,8624
Computers/Technology,1M-2M,1,8625
Manufacturing/Fabrication,2B-5B,10,8626
Online Service/Internet-based Services,100M-500M,7,8627
Computers/Technology,2B-5B,10,8628
Insurance/Risk Assessment,> 10B,12,8629
Telco,> 10B,12,8630
Online Service/Internet-based Services,2M-5M,2,8631
Accounting/Finance,500M-1B,8,8632
Medical/Pharmaceutical,> 10B,12,8633
Online Service/Internet-based Services,2M-5M,2,8634
Online Service/Internet-based Services,> 10B,12,8635
Manufacturing/Fabrication,5M-10M,3,8636
Computers/Technology,2B-5B,10,8637
Accounting/Finance,> 10B,12,8638
Computers/Technology,100M-500M,7,8639
Shipping/Transportation,1B-2B,9,8640
Online Service/Internet-based Services,25M-50M,5,8641
Computers/Technology,500M-1B,8,8642
Broadcasting/Communications,5B-10B,11,8643
Computers/Technology,> 10B,12,8644
Insurance/Risk Assessment,10M-25M,4,8645
Manufacturing/Fabrication,> 10B,12,8646
Hospitality/Entertainment/Sports,100M-500M,7,8647
Online Service/Internet-based Services,100M-500M,7,8648
Computers/Technology,2B-5B,10,8649
Shipping/Transportation,2B-5B,10,8650
Medical/Pharmaceutical,10M-25M,4,8651
Medical/Pharmaceutical,100M-500M,7,8652
Computers/Technology,> 10B,12,8653
Government/Public Service,1B-2B,9,8654
Accounting/Finance,100M-500M,7,8655
Online Service/Internet-based Services,> 10B,12,8656
Military/Security/Defense,2B-5B,10,8657
Accounting/Finance,5B-10B,11,8658
Academics/Education,50M-100M,6,8659
Shipping/Transportation,> 10B,12,8660
Accounting/Finance,> 10B,12,8661
Manufacturing/Fabrication,> 10B,12,8662
Online Service/Internet-based Services,100M-500M,7,8663
Telco,1B-2B,9,8664
Computers/Technology,> 10B,12,8665
Telco,> 10B,12,8666
Telco,100M-500M,7,8667
Computers/Technology,> 10B,12,8668
Manufacturing/Fabrication,2B-5B,10,8669
Online Service/Internet-based Services,50M-100M,6,8670
Online Service/Internet-based Services,5M-10M,3,8671
Computers/Technology,> 10B,12,8672
Medical/Pharmaceutical,> 10B,12,8673
Online Service/Internet-based Services,1B-2B,9,8674
Computers/Technology,> 10B,12,8675
Shipping/Transportation,25M-50M,5,8676
Online Service/Internet-based Services,1B-2B,9,8677
Computers/Technology,5M-10M,3,8678
Real Estate,5B-10B,11,8679
Telco,100M-500M,7,8680
Online Service/Internet-based Services,500M-1B,8,8681
Manufacturing/Fabrication,> 10B,12,8682
Computers/Technology,2B-5B,10,8683
Accounting/Finance,1B-2B,9,8684
Online Service/Internet-based Services,1B-2B,9,8685
Computers/Technology,> 10B,12,8686
Computers/Technology,100M-500M,7,8687
Shipping/Transportation,2B-5B,10,8688
Energy/Mining,10M-25M,4,8689
Accounting/Finance,1B-2B,9,8690
Manufacturing/Fabrication,> 10B,12,8691
Accounting/Finance,> 10B,12,8692
Military/Security/Defense,> 10B,12,8693
Retail/Sales,> 10B,12,8694
Accounting/Finance,> 10B,12,8695
Accounting/Finance,100M-500M,7,8696
Computers/Technology,2B-5B,10,8697
Medical/Pharmaceutical,> 10B,12,8698
Computers/Technology,50M-100M,6,8699
Accounting/Finance,10M-25M,4,8700
Agriculture,> 10B,12,8701
Medical/Pharmaceutical,1B-2B,9,8702
Medical/Pharmaceutical,> 10B,12,8703
Medical/Pharmaceutical,1B-2B,9,8704
Manufacturing/Fabrication,100M-500M,7,8705
Online Service/Internet-based Services,50M-100M,6,8706
Computers/Technology,10M-25M,4,8707
Accounting/Finance,1B-2B,9,8708
Manufacturing/Fabrication,> 10B,12,8709
Military/Security/Defense,> 10B,12,8710
Computers/Technology,100M-500M,7,8711
Manufacturing/Fabrication,1B-2B,9,8712
Online Service/Internet-based Services,2B-5B,10,8713
Online Service/Internet-based Services,500M-1B,8,8714
Manufacturing/Fabrication,> 10B,12,8715
Medical/Pharmaceutical,2B-5B,10,8716
Computers/Technology,> 10B,12,8717
Manufacturing/Fabrication,100M-500M,7,8718
Medical/Pharmaceutical,10M-25M,4,8719
Online Service/Internet-based Services,2B-5B,10,8720
Manufacturing/Fabrication,100M-500M,7,8721
Medical/Pharmaceutical,> 10B,12,8722
Manufacturing/Fabrication,50M-100M,6,8723
Production,10M-25M,4,8724
Accounting/Finance,> 10B,12,8725
Online Service/Internet-based Services,5B-10B,11,8726
Computers/Technology,100M-500M,7,8727
Manufacturing/Fabrication,25M-50M,5,8728
Computers/Technology,10M-25M,4,8729
Computers/Technology,> 10B,12,8730
Manufacturing/Fabrication,10M-25M,4,8731
Online Service/Internet-based Services,100M-500M,7,8732
Medical/Pharmaceutical,> 10B,12,8733
Manufacturing/Fabrication,> 10B,12,8734
Accounting/Finance,500M-1B,8,8735
Computers/Technology,10M-25M,4,8736
Accounting/Finance,5B-10B,11,8737
Online Service/Internet-based Services,500M-1B,8,8738
Manufacturing/Fabrication,10M-25M,4,8739
Accounting/Finance,10M-25M,4,8740
Online Service/Internet-based Services,2B-5B,10,8741
Computers/Technology,2M-5M,2,8742
Computers/Technology,25M-50M,5,8743
Computers/Technology,10M-25M,4,8744
Manufacturing/Fabrication,2B-5B,10,8745
Manufacturing/Fabrication,> 10B,12,8746
Insurance/Risk Assessment,1M-2M,1,8747
Medical/Pharmaceutical,> 10B,12,8748
Computers/Technology,5B-10B,11,8749
Broadcasting/Communications,5B-10B,11,8750
Online Service/Internet-based Services,> 10B,12,8751
Computers/Technology,100M-500M,7,8752
Computers/Technology,> 10B,12,8753
Computers/Technology,50M-100M,6,8754
Production,500M-1B,8,8755
Online Service/Internet-based Services,1M-2M,1,8756
Accounting/Finance,5B-10B,11,8757
Government/Public Service,2B-5B,10,8758
Online Service/Internet-based Services,100M-500M,7,8759
Computers/Technology,100M-500M,7,8760
Medical/Pharmaceutical,> 10B,12,8761
Online Service/Internet-based Services,> 10B,12,8762
Manufacturing/Fabrication,5B-10B,11,8763
Non-profit/Service,25M-50M,5,8764
Manufacturing/Fabrication,10M-25M,4,8765
Manufacturing/Fabrication,> 10B,12,8766
Insurance/Risk Assessment,> 10B,12,8767
Online Service/Internet-based Services,10M-25M,4,8768
Online Service/Internet-based Services,25M-50M,5,8769
Computers/Technology,500M-1B,8,8770
Computers/Technology,> 10B,12,8771
Computers/Technology,2B-5B,10,8772
Telco,> 10B,12,8773
Telco,> 10B,12,8774
Manufacturing/Fabrication,25M-50M,5,8775
Energy/Mining,2M-5M,2,8776
Computers/Technology,100M-500M,7,8777
Military/Security/Defense,10M-25M,4,8778
Accounting/Finance,5B-10B,11,8779
Online Service/Internet-based Services,> 10B,12,8780
Computers/Technology,500M-1B,8,8781
Medical/Pharmaceutical,100M-500M,7,8782
Computers/Technology,5M-10M,3,8783
Manufacturing/Fabrication,5B-10B,11,8784
Medical/Pharmaceutical,100M-500M,7,8785
Computers/Technology,10M-25M,4,8786
Accounting/Finance,10M-25M,4,8787
Manufacturing/Fabrication,5B-10B,11,8788
Retail/Sales,100M-500M,7,8789
Online Service/Internet-based Services,> 10B,12,8790
Computers/Technology,> 10B,12,8791
Manufacturing/Fabrication,> 10B,12,8792
Computers/Technology,50M-100M,6,8793
Online Service/Internet-based Services,100M-500M,7,8794
Computers/Technology,10M-25M,4,8795
Online Service/Internet-based Services,2M-5M,2,8796
Online Service/Internet-based Services,100M-500M,7,8797
Accounting/Finance,1M-2M,1,8798
Accounting/Finance,> 10B,12,8799
Computers/Technology,1B-2B,9,8800
Insurance/Risk Assessment,> 10B,12,8801
Online Service/Internet-based Services,> 10B,12,8802
Telco,> 10B,12,8803
Computers/Technology,> 10B,12,8804
Manufacturing/Fabrication,> 10B,12,8805
Computers/Technology,100M-500M,7,8806
Manufacturing/Fabrication,> 10B,12,8807
Online Service/Internet-based Services,5M-10M,3,8808
Online Service/Internet-based Services,2M-5M,2,8809
Computers/Technology,2B-5B,10,8810
Computers/Technology,100M-500M,7,8811
Medical/Pharmaceutical,> 10B,12,8812
Medical/Pharmaceutical,1B-2B,9,8813
Online Service/Internet-based Services,1B-2B,9,8814
Computers/Technology,10M-25M,4,8815
Computers/Technology,100M-500M,7,8816
Computers/Technology,2M-5M,2,8817
Manufacturing/Fabrication,> 10B,12,8818
Computers/Technology,2B-5B,10,8819
Online Service/Internet-based Services,5M-10M,3,8820
Computers/Technology,25M-50M,5,8821
Manufacturing/Fabrication,25M-50M,5,8822
Manufacturing/Fabrication,5B-10B,11,8823
Manufacturing/Fabrication,50M-100M,6,8824
Shipping/Transportation,10M-25M,4,8825
Medical/Pharmaceutical,1M-2M,1,8826
Telco,1B-2B,9,8827
Computers/Technology,10M-25M,4,8828
Computers/Technology,10M-25M,4,8829
Manufacturing/Fabrication,> 10B,12,8830
Medical/Pharmaceutical,> 10B,12,8831
Medical/Pharmaceutical,> 10B,12,8832
Computers/Technology,> 10B,12,8833
Insurance/Risk Assessment,5B-10B,11,8834
Online Service/Internet-based Services,1B-2B,9,8835
Manufacturing/Fabrication,100M-500M,7,8836
Computers/Technology,50M-100M,6,8837
Online Service/Internet-based Services,2M-5M,2,8838
Computers/Technology,2M-5M,2,8839
Online Service/Internet-based Services,100M-500M,7,8840
Computers/Technology,> 10B,12,8841
Medical/Pharmaceutical,5M-10M,3,8842
Broadcasting/Communications,1B-2B,9,8843
Manufacturing/Fabrication,500M-1B,8,8844
Accounting/Finance,> 10B,12,8845
Medical/Pharmaceutical,2B-5B,10,8846
Insurance/Risk Assessment,10M-25M,4,8847
Computers/Technology,25M-50M,5,8848
Online Service/Internet-based Services,5B-10B,11,8849
Computers/Technology,100M-500M,7,8850
Online Service/Internet-based Services,100M-500M,7,8851
Computers/Technology,5B-10B,11,8852
Online Service/Internet-based Services,25M-50M,5,8853
Online Service/Internet-based Services,5M-10M,3,8854
Computers/Technology,10M-25M,4,8855
Accounting/Finance,100M-500M,7,8856
Computers/Technology,100M-500M,7,8857
Online Service/Internet-based Services,> 10B,12,8858
Medical/Pharmaceutical,10M-25M,4,8859
Computers/Technology,> 10B,12,8860
Manufacturing/Fabrication,500M-1B,8,8861
Online Service/Internet-based Services,500M-1B,8,8862
Computers/Technology,50M-100M,6,8863
Accounting/Finance,1M-2M,1,8864
Manufacturing/Fabrication,> 10B,12,8865
Computers/Technology,1B-2B,9,8866
Medical/Pharmaceutical,> 10B,12,8867
Manufacturing/Fabrication,> 10B,12,8868
Computers/Technology,> 10B,12,8869
Computers/Technology,100M-500M,7,8870
Online Service/Internet-based Services,1M-2M,1,8871
Computers/Technology,> 10B,12,8872
Telco,> 10B,12,8873
Energy/Mining,> 10B,12,8874
Computers/Technology,2B-5B,10,8875
Computers/Technology,> 10B,12,8876
Medical/Pharmaceutical,> 10B,12,8877
Manufacturing/Fabrication,> 10B,12,8878
Accounting/Finance,2B-5B,10,8879
Manufacturing/Fabrication,5B-10B,11,8880
Accounting/Finance,10M-25M,4,8881
Telco,> 10B,12,8882
Manufacturing/Fabrication,2B-5B,10,8883
Computers/Technology,2B-5B,10,8884
Retail/Sales,500M-1B,8,8885
Manufacturing/Fabrication,10M-25M,4,8886
Computers/Technology,1M-2M,1,8887
Accounting/Finance,> 10B,12,8888
Online Service/Internet-based Services,2B-5B,10,8889
Government/Public Service,1B-2B,9,8890
Computers/Technology,100M-500M,7,8891
